id,title,item_group_id,gtin,availability,description,condition,image_link,link,brand,price,sale_price,google_product_category,size,product_type,image2_link,link2,image3_link,link3,integer 1,Decimal
rdn-coverage-foundation-12-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwcd29c102/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.2 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwcd29c102/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwcd29c102/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20P&quantity=1,41,41.1
rdn-coverage-foundation-12-y-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw915b90a1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20Y&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.2 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw915b90a1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw915b90a1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20Y&quantity=1,42,42.1
rdn-coverage-foundation-12-yg-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwaa4141f3/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-yg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20YG&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.2 YG,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwaa4141f3/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-yg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20YG&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwaa4141f3/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-yg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20YG&quantity=1,43,43.1
rdn-coverage-foundation-20-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwccd51f30/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.0 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwccd51f30/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwccd51f30/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20N&quantity=1,44,44.1
rdn-coverage-foundation-20-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw00a205e8/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.0 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw00a205e8/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw00a205e8/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20P&quantity=1,45,45.1
rdn-coverage-foundation-20-yg-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwae335ea1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-yg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20YG&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.0 YG,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwae335ea1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-yg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20YG&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwae335ea1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-20-yg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.0%20YG&quantity=1,46,46.1
rdn-coverage-foundation-21-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdf210e3a/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-21-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.1%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.1 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdf210e3a/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-21-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.1%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdf210e3a/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-21-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.1%20P&quantity=1,47,47.1
rdn-coverage-foundation-21-y-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwafa3161c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-21-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.1%20Y&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.1 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwafa3161c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-21-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.1%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwafa3161c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-21-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.1%20Y&quantity=1,48,48.1
rdn-coverage-foundation-22-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc92e746a/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-22-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.2%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.2 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc92e746a/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-22-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.2%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc92e746a/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-22-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.2%20P&quantity=1,49,49.1
rdn-coverage-foundation-22-y-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw4665049b/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-22-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.2%20Y&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.2 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw4665049b/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-22-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.2%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw4665049b/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-22-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.2%20Y&quantity=1,50,50.1
rdn-coverage-foundation-23-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw0366444e/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.3 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw0366444e/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw0366444e/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20N&quantity=1,51,51.1
rdn-coverage-foundation-23-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw1c795fa5/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.3 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw1c795fa5/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw1c795fa5/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20P&quantity=1,52,52.1
rdn-coverage-foundation-23-y-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb9c25406/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20Y&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 2.3 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb9c25406/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb9c25406/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-23-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=2.3%20Y&quantity=1,53,53.1
rdn-coverage-foundation-30-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe3f3c9dc/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.0 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe3f3c9dc/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe3f3c9dc/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20N&quantity=1,54,54.1
rdn-coverage-foundation-30-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw107d4c10/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.0 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw107d4c10/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw107d4c10/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20P&quantity=1,55,55.1
rdn-coverage-foundation-30-r-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw04e0959c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20R&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.0 R,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw04e0959c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20R&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw04e0959c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20R&quantity=1,56,56.1
rdn-coverage-foundation-30-y-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw94f1d5dc/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20Y&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.0 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw94f1d5dc/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw94f1d5dc/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-30-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.0%20Y&quantity=1,57,57.1
rdn-coverage-foundation-31-r-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9ecca6a5/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-31-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.1%20R&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.1 R,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9ecca6a5/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-31-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.1%20R&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9ecca6a5/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-31-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.1%20R&quantity=1,58,58.1
rdn-coverage-foundation-31-y-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw57646a4f/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-31-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.1%20Y&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.1 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw57646a4f/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-31-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.1%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw57646a4f/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-31-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.1%20Y&quantity=1,59,59.1
rdn-coverage-foundation-32-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw72b278d8/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-32-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.2%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 3.2 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw72b278d8/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-32-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.2%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw72b278d8/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-32-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=3.2%20N&quantity=1,60,60.1
