id,title,item_group_id,gtin,availability,description,condition,image_link,link,brand,price,sale_price,google_product_category,size,product_type,image2_link,link2,image3_link,link3,integer 1,Decimal
1.00E+00,Multi-Peptide + HA Serum,100613,7.70E+11,in stock,An age-supporting peptide serum that does a little bit of everything for your skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw3196074c/Images/products/The%20Ordinary/rdn-multi-peptide-ha-serum-60ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-ha-serum-100613.html?dwvar_100613_size=60ml&quantity=1,The Ordinary,30.80 USD,30.80 USD,2915,60ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw3196074c/Images/products/The%20Ordinary/rdn-multi-peptide-ha-serum-60ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-ha-serum-100613.html?dwvar_100613_size=60ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw3196074c/Images/products/The%20Ordinary/rdn-multi-peptide-ha-serum-60ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-ha-serum-100613.html?dwvar_100613_size=60ml&quantity=1,1,1.1
2.00E+00,Multi-Peptide + HA Serum,100613,7.70E+11,in stock,An age-supporting peptide serum that does a little bit of everything for your skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw173d9e13/Images/products/The%20Ordinary/rdn-multi-peptide-ha-serum-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-ha-serum-100613.html?dwvar_100613_size=30ml&quantity=1,The Ordinary,17.50 USD,17.50 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw173d9e13/Images/products/The%20Ordinary/rdn-multi-peptide-ha-serum-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-ha-serum-100613.html?dwvar_100613_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw173d9e13/Images/products/The%20Ordinary/rdn-multi-peptide-ha-serum-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-ha-serum-100613.html?dwvar_100613_size=30ml&quantity=1,2,2.1
3.00E+00,Multi-Peptide Eye Serum,100620,7.70E+11,in stock,A multi-technology peptide eye serum to target signs of aging around the eye.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7acbb761/Images/products/The%20Ordinary/rdn-multi-peptide-eye-serum-15ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-eye-serum-100620.html?dwvar_100620_size=15ml&quantity=1,The Ordinary,25.00 USD,25.00 USD,2915,15ml,Eye Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7acbb761/Images/products/The%20Ordinary/rdn-multi-peptide-eye-serum-15ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-eye-serum-100620.html?dwvar_100620_size=15ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7acbb761/Images/products/The%20Ordinary/rdn-multi-peptide-eye-serum-15ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/multi-peptide-eye-serum-100620.html?dwvar_100620_size=15ml&quantity=1,3,3.1
4.00E+00,Natural Moisturizing Factors + PhytoCeramides,100610,7.70E+11,in stock,Our most nourishing moisturizer.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw91e29ba9/Images/products/The%20Ordinary/rdn-natural-moisturizing-factors-phytoceramides-100ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/natural-moisturizing-factors-phytoceramides-moisturizer-100610.html?dwvar_100610_size=100ml&quantity=1,The Ordinary,22.50 USD,22.50 USD,2915,100ml,Moisturizers,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw91e29ba9/Images/products/The%20Ordinary/rdn-natural-moisturizing-factors-phytoceramides-100ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/natural-moisturizing-factors-phytoceramides-moisturizer-100610.html?dwvar_100610_size=100ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw91e29ba9/Images/products/The%20Ordinary/rdn-natural-moisturizing-factors-phytoceramides-100ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/natural-moisturizing-factors-phytoceramides-moisturizer-100610.html?dwvar_100610_size=100ml&quantity=1,4,4.1
5.00E+00,Salicylic Acid 2% Solution,100098,7.70E+11,in stock,A serum formulated to target acne and allow skin to heal.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwd0c6f009/Images/products/The%20Ordinary/rdn-salicylic-acid-2pct-solution-otc.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/salicylic-acid-2-solution-acne-control-100098.html?dwvar_100098_size=30ml&quantity=1,The Ordinary,6.50 USD,6.50 USD,2915,30ml,Exfoliators,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwd0c6f009/Images/products/The%20Ordinary/rdn-salicylic-acid-2pct-solution-otc.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/salicylic-acid-2-solution-acne-control-100098.html?dwvar_100098_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwd0c6f009/Images/products/The%20Ordinary/rdn-salicylic-acid-2pct-solution-otc.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/salicylic-acid-2-solution-acne-control-100098.html?dwvar_100098_size=30ml&quantity=1,5,5.1
7.70E+11,Digital Gift Card,100570,7.70E+11,in stock,Can&rsquo;t decide on a purchase? DECIEM gift cards are an easy fix. Let&rsquo;s get started.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe72dfd8e/Images/products/GiftCard/theordinary-holiday-gift-card.jpg?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/gift-card-100570.html?dwvar_100570_size=1&quantity=1,DECIEM,,,2915,1,Gift Cards,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe72dfd8e/Images/products/GiftCard/theordinary-holiday-gift-card.jpg?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/gift-card-100570.html?dwvar_100570_size=1&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe72dfd8e/Images/products/GiftCard/theordinary-holiday-gift-card.jpg?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/gift-card-100570.html?dwvar_100570_size=1&quantity=1,6,6.1
8.00E+00,Glucoside Foaming Cleanser,100616,7.70E+11,in stock,"A gentle, foaming cleanser that effectively cleanses the skin whilst maintaining the skin&rsquo;s moisture barrier.",new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa56be95a/Images/products/The%20Ordinary/rdn-glucoside-foaming-cleanser-150ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/glucoside-foaming-face-cleanser-100616.html?dwvar_100616_size=150ml&quantity=1,The Ordinary,12.50 USD,12.50 USD,2915,150ml,Facial Cleansers,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa56be95a/Images/products/The%20Ordinary/rdn-glucoside-foaming-cleanser-150ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/glucoside-foaming-face-cleanser-100616.html?dwvar_100616_size=150ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa56be95a/Images/products/The%20Ordinary/rdn-glucoside-foaming-cleanser-150ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/glucoside-foaming-face-cleanser-100616.html?dwvar_100616_size=150ml&quantity=1,7,7.1
dbs-the-future-set-eu,The Future Set,100571,7.70E+11,out of stock,A curated selection of formulas that help promote and maintain healthy-looking skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwf6fd5e39/Images/products/deciem/dbs-the-future-set-eu.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-future-set-100571.html?dwvar_100571_size=1%20set&quantity=1,The Ordinary,167.28 USD,167.28 USD,2915,1 set,Sets,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwf6fd5e39/Images/products/deciem/dbs-the-future-set-eu.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-future-set-100571.html?dwvar_100571_size=1%20set&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwf6fd5e39/Images/products/deciem/dbs-the-future-set-eu.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-future-set-100571.html?dwvar_100571_size=1%20set&quantity=1,8,8.1
rdn-100pct-cold-pressed-virgin-marula-oil-30ml,100% Cold-Pressed Virgin Marula Oil,100389,7.70E+11,in stock,A rich antioxidant oil to promote skin radiance.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7524534d/Images/products/The%20Ordinary/rdn-100pct-cold-pressed-virgin-marula-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-cold-pressed-virgin-marula-face-oil-100389.html?dwvar_100389_size=30ml&quantity=1,The Ordinary,11.00 USD,11.00 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7524534d/Images/products/The%20Ordinary/rdn-100pct-cold-pressed-virgin-marula-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-cold-pressed-virgin-marula-face-oil-100389.html?dwvar_100389_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7524534d/Images/products/The%20Ordinary/rdn-100pct-cold-pressed-virgin-marula-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-cold-pressed-virgin-marula-face-oil-100389.html?dwvar_100389_size=30ml&quantity=1,9,9.1
rdn-100pct-l-ascorbic-acid-powder-20g,100% L-Ascorbic Acid Powder,100390,7.70E+11,in stock,A customizable concentration of Vitamin C to target signs of aging by brightening and evening skin tone.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwf820f934/Images/products/The%20Ordinary/rdn-100pct-l-ascorbic-acid-powder-20g.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-l-ascorbic-acid-powder-vitamin-c-100390.html?dwvar_100390_size=20g&quantity=1,The Ordinary,6.40 USD,6.40 USD,2915,20g,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwf820f934/Images/products/The%20Ordinary/rdn-100pct-l-ascorbic-acid-powder-20g.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-l-ascorbic-acid-powder-vitamin-c-100390.html?dwvar_100390_size=20g&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwf820f934/Images/products/The%20Ordinary/rdn-100pct-l-ascorbic-acid-powder-20g.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-l-ascorbic-acid-powder-vitamin-c-100390.html?dwvar_100390_size=20g&quantity=1,10,10.1
rdn-100pct-niacinamide-powder-20g,100% Niacinamide Powder,100391,7.70E+11,in stock,A niacinamide powder with a customizable concentration.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdbec7d2b/Images/products/The%20Ordinary/rdn-100pct-niacinamide-powder-20g.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-niacinamide-powder-serum-100391.html?dwvar_100391_size=20g&quantity=1,The Ordinary,6.40 USD,6.40 USD,2915,20g,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdbec7d2b/Images/products/The%20Ordinary/rdn-100pct-niacinamide-powder-20g.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-niacinamide-powder-serum-100391.html?dwvar_100391_size=20g&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdbec7d2b/Images/products/The%20Ordinary/rdn-100pct-niacinamide-powder-20g.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-niacinamide-powder-serum-100391.html?dwvar_100391_size=20g&quantity=1,11,11.1
rdn-100pct-organic-cold-pressed-borage-seed-oil-30ml,100% Organic Cold-Pressed Borage Seed Oil,100392,7.70E+11,out of stock,An oil perfect for everyday use.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw5d24c997/Images/products/The%20Ordinary/rdn-100pct-cold-pressed-borage-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-borage-seed-face-oil-100392.html?dwvar_100392_size=30ml&quantity=1,The Ordinary,4.70 USD,4.70 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw5d24c997/Images/products/The%20Ordinary/rdn-100pct-cold-pressed-borage-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-borage-seed-face-oil-100392.html?dwvar_100392_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw5d24c997/Images/products/The%20Ordinary/rdn-100pct-cold-pressed-borage-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-borage-seed-face-oil-100392.html?dwvar_100392_size=30ml&quantity=1,12,12.1
rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml,100% Organic Cold-Pressed Moroccan Argan Oil,100393,7.70E+11,in stock,"Daily support ideal for dry, flaky skin.",new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9f06a71e/Images/products/The%20Ordinary/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-moroccan-argan-face-oil-100393.html?dwvar_100393_size=30ml&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9f06a71e/Images/products/The%20Ordinary/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-moroccan-argan-face-oil-100393.html?dwvar_100393_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9f06a71e/Images/products/The%20Ordinary/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-moroccan-argan-face-oil-100393.html?dwvar_100393_size=30ml&quantity=1,13,13.1
rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml,100% Organic Cold-Pressed Rose Hip Seed Oil,100394,7.70E+11,in stock,A solution for supple skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw122cc8d3/Images/products/The%20Ordinary/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-rose-hip-seed-face-oil-100394.html?dwvar_100394_size=30ml&quantity=1,The Ordinary,10.90 USD,10.90 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw122cc8d3/Images/products/The%20Ordinary/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-rose-hip-seed-face-oil-100394.html?dwvar_100394_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw122cc8d3/Images/products/The%20Ordinary/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-cold-pressed-rose-hip-seed-face-oil-100394.html?dwvar_100394_size=30ml&quantity=1,14,14.1
rdn-100pct-organic-virgin-chia-seed-oil-30ml,100% Organic Virgin Chia Seed Oil,100395,7.70E+11,in stock,A versatile oil for skin and hair.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw5c8b10a8/Images/products/The%20Ordinary/rdn-100pct-organic-virgin-chia-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-virgin-chia-seed-face-oil-100395.html?dwvar_100395_size=30ml&quantity=1,The Ordinary,8.50 USD,8.50 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw5c8b10a8/Images/products/The%20Ordinary/rdn-100pct-organic-virgin-chia-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-virgin-chia-seed-face-oil-100395.html?dwvar_100395_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw5c8b10a8/Images/products/The%20Ordinary/rdn-100pct-organic-virgin-chia-seed-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-virgin-chia-seed-face-oil-100395.html?dwvar_100395_size=30ml&quantity=1,15,15.1
rdn-100pct-organic-virgin-sea-buckthorn-fruit-oil-30ml,100% Organic Virgin Sea-Buckthorn Fruit Oil,100396,7.70E+11,out of stock,A hydrating oil that protects your skin from external stressors.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwaf1f87b8/Images/products/The%20Ordinary/rdn-100pct-Organic-Virgin-Sea-Buckthorn-Fruit-Oil.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-virgin-sea-buckthorn-fruit-face-oil-100396.html?dwvar_100396_size=30ml&quantity=1,The Ordinary,16.50 USD,16.50 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwaf1f87b8/Images/products/The%20Ordinary/rdn-100pct-Organic-Virgin-Sea-Buckthorn-Fruit-Oil.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-virgin-sea-buckthorn-fruit-face-oil-100396.html?dwvar_100396_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwaf1f87b8/Images/products/The%20Ordinary/rdn-100pct-Organic-Virgin-Sea-Buckthorn-Fruit-Oil.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-organic-virgin-sea-buckthorn-fruit-face-oil-100396.html?dwvar_100396_size=30ml&quantity=1,16,16.1
rdn-100pct-plant-derived-hemi-squalane-30ml,100% Plant-Derived Hemi-Squalane,100397,7.70E+11,in stock,An exceptionally light oil-like serum for enhanced hydration.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw49ac8a15/Images/products/The%20Ordinary/rdn-100pct-plant-derived-hemi-squalane-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-plant-derived-hemi-squalane-face-oil-100397.html?dwvar_100397_size=30ml&quantity=1,The Ordinary,5.00 USD,5.00 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw49ac8a15/Images/products/The%20Ordinary/rdn-100pct-plant-derived-hemi-squalane-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-plant-derived-hemi-squalane-face-oil-100397.html?dwvar_100397_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw49ac8a15/Images/products/The%20Ordinary/rdn-100pct-plant-derived-hemi-squalane-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-plant-derived-hemi-squalane-face-oil-100397.html?dwvar_100397_size=30ml&quantity=1,17,17.1
rdn-100pct-plant-derived-squalane-30ml,100% Plant-Derived Squalane,100398,7.70E+11,in stock,A fast-absorbing oil-like serum for enhanced hydration.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5b19fb3/Images/products/The%20Ordinary/rdn-100pct-plant-derived-squalane-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-plant-derived-squalane-face-oil-100398.html?dwvar_100398_size=30ml&quantity=1,The Ordinary,10.00 USD,10.00 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5b19fb3/Images/products/The%20Ordinary/rdn-100pct-plant-derived-squalane-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-plant-derived-squalane-face-oil-100398.html?dwvar_100398_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5b19fb3/Images/products/The%20Ordinary/rdn-100pct-plant-derived-squalane-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/100-plant-derived-squalane-face-oil-100398.html?dwvar_100398_size=30ml&quantity=1,18,18.1
rdn-4pct-sulphate-cleanser-for-body-and-hair-240ml,Sulphate 4% Cleanser for Body and Hair,100399,7.70E+11,in stock,"A gentle, fragrance-free shampoo and body wash for daily use.",new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5597eb0/Images/products/The%20Ordinary/rdn-4pct-sulphate-cleanser-for-body-and-hair-240ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/4-sulphate-cleanser-for-body-and-hair-shampoo-100399.html?dwvar_100399_size=240ml&quantity=1,The Ordinary,8.90 USD,8.90 USD,2915,240ml,Shampoo,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5597eb0/Images/products/The%20Ordinary/rdn-4pct-sulphate-cleanser-for-body-and-hair-240ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/4-sulphate-cleanser-for-body-and-hair-shampoo-100399.html?dwvar_100399_size=240ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5597eb0/Images/products/The%20Ordinary/rdn-4pct-sulphate-cleanser-for-body-and-hair-240ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/4-sulphate-cleanser-for-body-and-hair-shampoo-100399.html?dwvar_100399_size=240ml&quantity=1,19,19.1
rdn-advanced-retinoid-2pct-30ml,Granactive Retinoid 2% Emulsion,100419,7.70E+11,in stock,Next-generation retinol-alternative technologies to address signs of aging.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbbe3a588/Images/products/The%20Ordinary/rdn-granactive-retinoid-2pct-emulsion-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/granactive-retinoid-2-emulsion-serum-100419.html?dwvar_100419_size=30ml&quantity=1,The Ordinary,11.70 USD,11.70 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbbe3a588/Images/products/The%20Ordinary/rdn-granactive-retinoid-2pct-emulsion-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/granactive-retinoid-2-emulsion-serum-100419.html?dwvar_100419_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbbe3a588/Images/products/The%20Ordinary/rdn-granactive-retinoid-2pct-emulsion-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/granactive-retinoid-2-emulsion-serum-100419.html?dwvar_100419_size=30ml&quantity=1,20,20.1
